"family","Count","MonthYear","Temp","Year","Month","Precip"
"COCCINELLIDAE",0,"12.1995",-1.4,1995,12,22
"COCCINELLIDAE",0,"1.1996",-1.6,1996,1,7
"COCCINELLIDAE",0,"2.1996",-2.7,1996,2,28
"COCCINELLIDAE",0,"3.1996",0.3,1996,3,13
"COCCINELLIDAE",1,"4.1996",7.6,1996,4,18
"COCCINELLIDAE",0,"5.1996",9.8,1996,5,90
"COCCINELLIDAE",0,"6.1996",15,1996,6,36
"COCCINELLIDAE",5,"7.1996",15.9,1996,7,57
"COCCINELLIDAE",8,"8.1996",18.7,1996,8,43
"COCCINELLIDAE",0,"9.1996",12.3,1996,9,55
"COCCINELLIDAE",0,"10.1996",10.3,1996,10,42
"COCCINELLIDAE",0,"11.1996",4.9,1996,11,69
"COCCINELLIDAE",0,"12.1996",-0.5,1996,12,28
"COCCINELLIDAE",0,"1.1997",-1.2,1997,1,5
"COCCINELLIDAE",0,"2.1997",3.2,1997,2,61
"COCCINELLIDAE",0,"3.1997",4.1,1997,3,20
"COCCINELLIDAE",0,"4.1997",6.3,1997,4,30
"COCCINELLIDAE",0,"5.1997",10.8,1997,5,73
"COCCINELLIDAE",2,"6.1997",16.2,1997,6,51
"COCCINELLIDAE",15,"7.1997",18.7,1997,7,55
"COCCINELLIDAE",30,"8.1997",20.6,1997,8,25
"COCCINELLIDAE",0,"9.1997",14.8,1997,9,41
"COCCINELLIDAE",0,"10.1997",8.4,1997,10,69
"COCCINELLIDAE",0,"11.1997",3.9,1997,11,44
"COCCINELLIDAE",0,"12.1997",2.7,1997,12,52
"COCCINELLIDAE",0,"1.1998",2.9,1998,1,49
"COCCINELLIDAE",0,"2.1998",5.1,1998,2,51
"COCCINELLIDAE",0,"3.1998",3.7,1998,3,48
"COCCINELLIDAE",0,"4.1998",7.7,1998,4,60
"COCCINELLIDAE",0,"5.1998",13,1998,5,33
"COCCINELLIDAE",16,"6.1998",15.4,1998,6,85
"COCCINELLIDAE",29,"7.1998",15.9,1998,7,97
"COCCINELLIDAE",16,"8.1998",15.7,1998,8,58
"COCCINELLIDAE",5,"9.1998",14.3,1998,9,70
"COCCINELLIDAE",2,"10.1998",9.3,1998,10,118
"COCCINELLIDAE",0,"11.1998",1.5,1998,11,43
"COCCINELLIDAE",0,"12.1998",1.2,1998,12,59
"COCCINELLIDAE",0,"1.1999",2.2,1999,1,64
"COCCINELLIDAE",0,"2.1999",1,1999,2,48
"COCCINELLIDAE",0,"3.1999",4.1,1999,3,45
"COCCINELLIDAE",0,"4.1999",8.4,1999,4,52
"COCCINELLIDAE",6,"5.1999",11.6,1999,5,57
"COCCINELLIDAE",24,"6.1999",15.7,1999,6,106
"COCCINELLIDAE",15,"7.1999",19,1999,7,40
"COCCINELLIDAE",20,"8.1999",17.7,1999,8,109
"COCCINELLIDAE",11,"9.1999",16.8,1999,9,51
"COCCINELLIDAE",0,"10.1999",9.8,1999,10,55
"COCCINELLIDAE",0,"11.1999",5.3,1999,11,29
"COCCINELLIDAE",0,"12.1999",2.8,1999,12,112
"COCCINELLIDAE",0,"1.2000",2.6,2000,1,44
"COCCINELLIDAE",0,"2.2000",3.9,2000,2,44
"COCCINELLIDAE",0,"3.2000",4.2,2000,3,55
"COCCINELLIDAE",2,"4.2000",9.5,2000,4,44
"COCCINELLIDAE",33,"5.2000",13.9,2000,5,35
"COCCINELLIDAE",77,"6.2000",15.5,2000,6,81
"COCCINELLIDAE",46,"7.2000",16.4,2000,7,39
"COCCINELLIDAE",26,"8.2000",16.6,2000,8,47
"COCCINELLIDAE",6,"9.2000",13.7,2000,9,67
"COCCINELLIDAE",0,"10.2000",12.1,2000,10,61
"COCCINELLIDAE",0,"11.2000",7.1,2000,11,67
"COCCINELLIDAE",0,"12.2000",4.3,2000,12,58
"COCCINELLIDAE",0,"1.2001",1.8,2001,1,39
"COCCINELLIDAE",0,"2.2001",1,2001,2,40
"COCCINELLIDAE",0,"3.2001",1.9,2001,3,28
"COCCINELLIDAE",0,"4.2001",6.6,2001,4,55
"COCCINELLIDAE",2,"5.2001",12.8,2001,5,27
"COCCINELLIDAE",31,"6.2001",14.6,2001,6,61
"COCCINELLIDAE",65,"7.2001",19,2001,7,37
"COCCINELLIDAE",25,"8.2001",18,2001,8,102
"COCCINELLIDAE",4,"9.2001",13.3,2001,9,117
"COCCINELLIDAE",8,"10.2001",12.4,2001,10,42
"COCCINELLIDAE",0,"11.2001",4.9,2001,11,46
"COCCINELLIDAE",0,"12.2001",0.9,2001,12,49
"COCCINELLIDAE",0,"1.2002",2.7,2002,1,68
"COCCINELLIDAE",0,"2.2002",4.7,2002,2,82
"COCCINELLIDAE",0,"3.2002",4.9,2002,3,29
"COCCINELLIDAE",0,"4.2002",7.8,2002,4,31
"COCCINELLIDAE",3,"5.2002",13.7,2002,5,53
"COCCINELLIDAE",20,"6.2002",17,2002,6,78
"COCCINELLIDAE",27,"7.2002",18.5,2002,7,89
"COCCINELLIDAE",21,"8.2002",20.3,2002,8,65
"COCCINELLIDAE",5,"9.2002",15.6,2002,9,36
"COCCINELLIDAE",2,"10.2002",7.9,2002,10,111
"COCCINELLIDAE",0,"11.2002",3.9,2002,11,66
"COCCINELLIDAE",0,"12.2002",-0.1,2002,12,26
"COCCINELLIDAE",0,"1.2003",0.2,2003,1,42
"COCCINELLIDAE",0,"2.2003",-1.2,2003,2,10
"COCCINELLIDAE",1,"3.2003",3.4,2003,3,10
"COCCINELLIDAE",0,"4.2003",7.4,2003,4,42
"COCCINELLIDAE",11,"5.2003",13,2003,5,57
"COCCINELLIDAE",70,"6.2003",17.3,2003,6,49
"COCCINELLIDAE",54,"7.2003",19.2,2003,7,86
"COCCINELLIDAE",35,"8.2003",18.9,2003,8,43
"COCCINELLIDAE",16,"9.2003",14.9,2003,9,45
"COCCINELLIDAE",1,"10.2003",7.3,2003,10,48
"COCCINELLIDAE",0,"11.2003",6.1,2003,11,44
"COCCINELLIDAE",0,"12.2003",4,2003,12,52
"COCCINELLIDAE",0,"1.2004",-0.6,2004,1,61
"COCCINELLIDAE",0,"2.2004",2.1,2004,2,36
"COCCINELLIDAE",0,"3.2004",4.1,2004,3,35
"COCCINELLIDAE",0,"4.2004",8.7,2004,4,31
"COCCINELLIDAE",1,"5.2004",12.5,2004,5,30
"COCCINELLIDAE",31,"6.2004",14.9,2004,6,68
"COCCINELLIDAE",293,"7.2004",16.3,2004,7,113
"COCCINELLIDAE",98,"8.2004",18.7,2004,8,85
"COCCINELLIDAE",26,"9.2004",14.6,2004,9,49
"COCCINELLIDAE",2,"10.2004",10.1,2004,10,79
"COCCINELLIDAE",0,"11.2004",4.8,2004,11,48
"COCCINELLIDAE",0,"12.2004",4,2004,12,53
"COCCINELLIDAE",0,"1.2005",3.4,2005,1,45
"COCCINELLIDAE",0,"2.2005",0.4,2005,2,45
"COCCINELLIDAE",0,"3.2005",1.6,2005,3,36
"COCCINELLIDAE",0,"4.2005",8.1,2005,4,14
"COCCINELLIDAE",5,"5.2005",12.2,2005,5,46
"COCCINELLIDAE",44,"6.2005",15.4,2005,6,45
"COCCINELLIDAE",56,"7.2005",18.7,2005,7,82
"COCCINELLIDAE",18,"8.2005",16.6,2005,8,61
"COCCINELLIDAE",18,"9.2005",15.4,2005,9,27
"COCCINELLIDAE",1,"10.2005",11.6,2005,10,50
"COCCINELLIDAE",0,"11.2005",5.6,2005,11,40
"COCCINELLIDAE",0,"12.2005",2.5,2005,12,57
"COCCINELLIDAE",0,"1.2006",-1.4,2006,1,20
"COCCINELLIDAE",0,"2.2006",0.4,2006,2,45
"COCCINELLIDAE",0,"3.2006",0.2,2006,3,39
"COCCINELLIDAE",0,"4.2006",6.9,2006,4,45
"COCCINELLIDAE",0,"5.2006",12.3,2006,5,66
"COCCINELLIDAE",87,"6.2006",16.7,2006,6,30
"COCCINELLIDAE",148,"7.2006",21.2,2006,7,23
"COCCINELLIDAE",51,"8.2006",18.2,2006,8,156
"COCCINELLIDAE",13,"9.2006",16.8,2006,9,35
"COCCINELLIDAE",0,"10.2006",12.9,2006,10,77
"COCCINELLIDAE",0,"11.2006",7.5,2006,11,70
"COCCINELLIDAE",0,"12.2006",6.9,2006,12,60
"COCCINELLIDAE",0,"1.2007",5,2007,1,92
"COCCINELLIDAE",0,"2.2007",2.3,2007,2,59
"COCCINELLIDAE",0,"3.2007",6.3,2007,3,34
"COCCINELLIDAE",0,"4.2007",9.6,2007,4,11
"COCCINELLIDAE",5,"5.2007",13.2,2007,5,61
"COCCINELLIDAE",31,"6.2007",17.4,2007,6,110
"COCCINELLIDAE",11,"7.2007",17.2,2007,7,144
"COCCINELLIDAE",32,"8.2007",17.8,2007,8,69
"COCCINELLIDAE",5,"9.2007",13.7,2007,9,72
"COCCINELLIDAE",0,"10.2007",9.4,2007,10,30
"COCCINELLIDAE",0,"11.2007",4.7,2007,11,37
"COCCINELLIDAE",0,"12.2007",3.8,2007,12,54
"COCCINELLIDAE",0,"1.2008",3.9,2008,1,61
"COCCINELLIDAE",0,"2.2008",4.9,2008,2,30
"COCCINELLIDAE",0,"3.2008",4.3,2008,3,59
"COCCINELLIDAE",0,"4.2008",8.1,2008,4,47
"COCCINELLIDAE",8,"5.2008",13.9,2008,5,23
"COCCINELLIDAE",48,"6.2008",16.6,2008,6,33
"COCCINELLIDAE",157,"7.2008",18.7,2008,7,56
"COCCINELLIDAE",151,"8.2008",17.8,2008,8,128
"COCCINELLIDAE",19,"9.2008",14,2008,9,52
"COCCINELLIDAE",1,"10.2008",10.4,2008,10,76
"COCCINELLIDAE",0,"11.2008",5.7,2008,11,56
"COCCINELLIDAE",0,"12.2008",3,2008,12,50
"COCCINELLIDAE",0,"1.2009",0.9,2009,1,28
"COCCINELLIDAE",0,"2.2009",0.8,2009,2,38
"COCCINELLIDAE",0,"3.2009",4,2009,3,39
"COCCINELLIDAE",0,"4.2009",9.8,2009,4,6
"COCCINELLIDAE",7,"5.2009",12.8,2009,5,58
"COCCINELLIDAE",28,"6.2009",15,2009,6,68
"COCCINELLIDAE",56,"7.2009",18.8,2009,7,83
"COCCINELLIDAE",136,"8.2009",18.5,2009,8,45
"COCCINELLIDAE",0,"9.2009",15.3,2009,9,41
"COCCINELLIDAE",0,"10.2009",8.4,2009,10,70
"COCCINELLIDAE",0,"11.2009",6.6,2009,11,89
"COCCINELLIDAE",0,"12.2009",1,2009,12,49
"CRYPTOPHAGIDAE",0,"1.1992",2.4,1992,1,34
"CRYPTOPHAGIDAE",0,"2.1992",3.5,1992,2,38
"CRYPTOPHAGIDAE",0,"3.1992",4.7,1992,3,56
"CRYPTOPHAGIDAE",0,"4.1992",7.1,1992,4,54
"CRYPTOPHAGIDAE",0,"5.1992",13.8,1992,5,18
"CRYPTOPHAGIDAE",1,"6.1992",18.5,1992,6,1
"CRYPTOPHAGIDAE",1,"7.1992",19.1,1992,7,51
"CRYPTOPHAGIDAE",2,"8.1992",17.7,1992,8,104
"CRYPTOPHAGIDAE",0,"9.1992",13.7,1992,9,37
"CRYPTOPHAGIDAE",0,"10.1992",7.1,1992,10,67
"CRYPTOPHAGIDAE",0,"11.1992",4.6,1992,11,96
"CRYPTOPHAGIDAE",0,"12.1992",2.9,1992,12,42
"CRYPTOPHAGIDAE",0,"1.1993",2.1,1993,1,74
"CRYPTOPHAGIDAE",0,"2.1993",1.6,1993,2,27
"CRYPTOPHAGIDAE",0,"3.1993",3.4,1993,3,16
"CRYPTOPHAGIDAE",3,"4.1993",8.3,1993,4,15
"CRYPTOPHAGIDAE",4,"5.1993",14.2,1993,5,23
"CRYPTOPHAGIDAE",2,"6.1993",15.2,1993,6,34
"CRYPTOPHAGIDAE",0,"8.1993",15.2,1993,8,64
"CRYPTOPHAGIDAE",1,"9.1993",11.7,1993,9,95
"CRYPTOPHAGIDAE",0,"10.1993",8.1,1993,10,66
"CRYPTOPHAGIDAE",0,"11.1993",1.9,1993,11,40
"CRYPTOPHAGIDAE",0,"12.1993",2.9,1993,12,91
"CRYPTOPHAGIDAE",0,"1.1994",2.9,1994,1,84
"CRYPTOPHAGIDAE",0,"2.1994",-0.9,1994,2,46
"CRYPTOPHAGIDAE",0,"3.1994",3.8,1994,3,79
"CRYPTOPHAGIDAE",0,"4.1994",8.3,1994,4,41
"CRYPTOPHAGIDAE",4,"7.1994",20.6,1994,7,4
"CRYPTOPHAGIDAE",4,"8.1994",18.3,1994,8,84
"CRYPTOPHAGIDAE",0,"9.1994",13.7,1994,9,143
"CRYPTOPHAGIDAE",0,"10.1994",8.5,1994,10,48
"CRYPTOPHAGIDAE",0,"11.1994",6,1994,11,49
"CRYPTOPHAGIDAE",0,"12.1994",4.4,1994,12,95
"CRYPTOPHAGIDAE",0,"1.1995",0.6,1995,1,84
"CRYPTOPHAGIDAE",0,"2.1995",4,1995,2,68
"CRYPTOPHAGIDAE",0,"3.1995",3.5,1995,3,37
"CRYPTOPHAGIDAE",0,"4.1995",7,1995,4,53
"CRYPTOPHAGIDAE",15,"7.1995",18.7,1995,7,40
"CRYPTOPHAGIDAE",9,"8.1995",19.3,1995,8,24
"CRYPTOPHAGIDAE",0,"9.1995",13.9,1995,9,89
"CRYPTOPHAGIDAE",0,"10.1995",12.2,1995,10,40
"CRYPTOPHAGIDAE",0,"11.1995",3,1995,11,42
"CRYPTOPHAGIDAE",0,"12.1995",-1.4,1995,12,22
"CRYPTOPHAGIDAE",0,"1.1996",-1.6,1996,1,7
"CRYPTOPHAGIDAE",0,"2.1996",-2.7,1996,2,28
"CRYPTOPHAGIDAE",0,"3.1996",0.3,1996,3,13
"CRYPTOPHAGIDAE",0,"4.1996",7.6,1996,4,18
"CRYPTOPHAGIDAE",0,"5.1996",9.8,1996,5,90
"CRYPTOPHAGIDAE",4,"7.1996",15.9,1996,7,57
"CRYPTOPHAGIDAE",3,"8.1996",18.7,1996,8,43
"CRYPTOPHAGIDAE",0,"9.1996",12.3,1996,9,55
"CRYPTOPHAGIDAE",0,"10.1996",10.3,1996,10,42
"CRYPTOPHAGIDAE",0,"11.1996",4.9,1996,11,69
"CRYPTOPHAGIDAE",0,"12.1996",-0.5,1996,12,28
"CRYPTOPHAGIDAE",0,"1.1997",-1.2,1997,1,5
"CRYPTOPHAGIDAE",0,"2.1997",3.2,1997,2,61
"CRYPTOPHAGIDAE",0,"3.1997",4.1,1997,3,20
"CRYPTOPHAGIDAE",0,"4.1997",6.3,1997,4,30
"CRYPTOPHAGIDAE",1,"6.1997",16.2,1997,6,51
"CRYPTOPHAGIDAE",40,"7.1997",18.7,1997,7,55
"CRYPTOPHAGIDAE",40,"8.1997",20.6,1997,8,25
"CRYPTOPHAGIDAE",2,"9.1997",14.8,1997,9,41
"CRYPTOPHAGIDAE",0,"10.1997",8.4,1997,10,69
"CRYPTOPHAGIDAE",0,"11.1997",3.9,1997,11,44
"CRYPTOPHAGIDAE",0,"12.1997",2.7,1997,12,52
"CRYPTOPHAGIDAE",0,"1.1998",2.9,1998,1,49
"CRYPTOPHAGIDAE",0,"2.1998",5.1,1998,2,51
"CRYPTOPHAGIDAE",0,"3.1998",3.7,1998,3,48
"CRYPTOPHAGIDAE",0,"4.1998",7.7,1998,4,60
"CRYPTOPHAGIDAE",1,"5.1998",13,1998,5,33
"CRYPTOPHAGIDAE",2,"6.1998",15.4,1998,6,85
"CRYPTOPHAGIDAE",26,"7.1998",15.9,1998,7,97
"CRYPTOPHAGIDAE",1,"8.1998",15.7,1998,8,58
"CRYPTOPHAGIDAE",0,"9.1998",14.3,1998,9,70
"CRYPTOPHAGIDAE",0,"10.1998",9.3,1998,10,118
"CRYPTOPHAGIDAE",0,"11.1998",1.5,1998,11,43
"CRYPTOPHAGIDAE",0,"12.1998",1.2,1998,12,59
"CRYPTOPHAGIDAE",0,"1.1999",2.2,1999,1,64
"CRYPTOPHAGIDAE",0,"2.1999",1,1999,2,48
"CRYPTOPHAGIDAE",0,"3.1999",4.1,1999,3,45
"CRYPTOPHAGIDAE",0,"4.1999",8.4,1999,4,52
"CRYPTOPHAGIDAE",1,"6.1999",15.7,1999,6,106
"CRYPTOPHAGIDAE",7,"7.1999",19,1999,7,40
"CRYPTOPHAGIDAE",27,"8.1999",17.7,1999,8,109
"CRYPTOPHAGIDAE",6,"9.1999",16.8,1999,9,51
"CRYPTOPHAGIDAE",0,"10.1999",9.8,1999,10,55
"CRYPTOPHAGIDAE",0,"11.1999",5.3,1999,11,29
"CRYPTOPHAGIDAE",0,"12.1999",2.8,1999,12,112
"CRYPTOPHAGIDAE",0,"1.2000",2.6,2000,1,44
"CRYPTOPHAGIDAE",0,"2.2000",3.9,2000,2,44
"CRYPTOPHAGIDAE",0,"3.2000",4.2,2000,3,55
"CRYPTOPHAGIDAE",0,"4.2000",9.5,2000,4,44
"CRYPTOPHAGIDAE",3,"5.2000",13.9,2000,5,35
"CRYPTOPHAGIDAE",15,"6.2000",15.5,2000,6,81
"CRYPTOPHAGIDAE",2,"7.2000",16.4,2000,7,39
"CRYPTOPHAGIDAE",2,"8.2000",16.6,2000,8,47
"CRYPTOPHAGIDAE",0,"9.2000",13.7,2000,9,67
"CRYPTOPHAGIDAE",0,"10.2000",12.1,2000,10,61
"CRYPTOPHAGIDAE",0,"11.2000",7.1,2000,11,67
"CRYPTOPHAGIDAE",0,"12.2000",4.3,2000,12,58
"CRYPTOPHAGIDAE",0,"1.2001",1.8,2001,1,39
"CRYPTOPHAGIDAE",0,"2.2001",1,2001,2,40
"CRYPTOPHAGIDAE",0,"3.2001",1.9,2001,3,28
"CRYPTOPHAGIDAE",0,"4.2001",6.6,2001,4,55
"CRYPTOPHAGIDAE",17,"7.2001",19,2001,7,37
"CRYPTOPHAGIDAE",20,"8.2001",18,2001,8,102
"CRYPTOPHAGIDAE",1,"9.2001",13.3,2001,9,117
"CRYPTOPHAGIDAE",0,"10.2001",12.4,2001,10,42
"CRYPTOPHAGIDAE",0,"11.2001",4.9,2001,11,46
"CRYPTOPHAGIDAE",0,"12.2001",0.9,2001,12,49
"CRYPTOPHAGIDAE",0,"1.2002",2.7,2002,1,68
"CRYPTOPHAGIDAE",0,"2.2002",4.7,2002,2,82
"CRYPTOPHAGIDAE",0,"3.2002",4.9,2002,3,29
"CRYPTOPHAGIDAE",0,"4.2002",7.8,2002,4,31
"CRYPTOPHAGIDAE",32,"7.2002",18.5,2002,7,89
"CRYPTOPHAGIDAE",10,"8.2002",20.3,2002,8,65
"CRYPTOPHAGIDAE",0,"9.2002",15.6,2002,9,36
"CRYPTOPHAGIDAE",0,"10.2002",7.9,2002,10,111
"CRYPTOPHAGIDAE",0,"11.2002",3.9,2002,11,66
"CRYPTOPHAGIDAE",0,"12.2002",-0.1,2002,12,26
"CRYPTOPHAGIDAE",0,"1.2003",0.2,2003,1,42
"CRYPTOPHAGIDAE",0,"2.2003",-1.2,2003,2,10
"CRYPTOPHAGIDAE",0,"3.2003",3.4,2003,3,10
"CRYPTOPHAGIDAE",0,"4.2003",7.4,2003,4,42
"CRYPTOPHAGIDAE",3,"6.2003",17.3,2003,6,49
"CRYPTOPHAGIDAE",65,"7.2003",19.2,2003,7,86
"CRYPTOPHAGIDAE",2,"8.2003",18.9,2003,8,43
"CRYPTOPHAGIDAE",0,"9.2003",14.9,2003,9,45
"CRYPTOPHAGIDAE",0,"10.2003",7.3,2003,10,48
"CRYPTOPHAGIDAE",0,"11.2003",6.1,2003,11,44
"CRYPTOPHAGIDAE",0,"12.2003",4,2003,12,52
"CRYPTOPHAGIDAE",0,"1.2004",-0.6,2004,1,61
"CRYPTOPHAGIDAE",0,"2.2004",2.1,2004,2,36
"CRYPTOPHAGIDAE",0,"3.2004",4.1,2004,3,35
"CRYPTOPHAGIDAE",0,"4.2004",8.7,2004,4,31
"CRYPTOPHAGIDAE",1,"6.2004",14.9,2004,6,68
"CRYPTOPHAGIDAE",18,"7.2004",16.3,2004,7,113
"CRYPTOPHAGIDAE",10,"8.2004",18.7,2004,8,85
"CRYPTOPHAGIDAE",0,"9.2004",14.6,2004,9,49
"CRYPTOPHAGIDAE",1,"10.2004",10.1,2004,10,79
"CRYPTOPHAGIDAE",0,"11.2004",4.8,2004,11,48
"CRYPTOPHAGIDAE",0,"12.2004",4,2004,12,53
"CRYPTOPHAGIDAE",0,"1.2005",3.4,2005,1,45
"CRYPTOPHAGIDAE",0,"2.2005",0.4,2005,2,45
"CRYPTOPHAGIDAE",0,"3.2005",1.6,2005,3,36
"CRYPTOPHAGIDAE",0,"4.2005",8.1,2005,4,14
"CRYPTOPHAGIDAE",1,"5.2005",12.2,2005,5,46
"CRYPTOPHAGIDAE",2,"6.2005",15.4,2005,6,45
"CRYPTOPHAGIDAE",13,"7.2005",18.7,2005,7,82
"CRYPTOPHAGIDAE",14,"8.2005",16.6,2005,8,61
"CRYPTOPHAGIDAE",1,"9.2005",15.4,2005,9,27
"CRYPTOPHAGIDAE",0,"10.2005",11.6,2005,10,50
"CRYPTOPHAGIDAE",0,"11.2005",5.6,2005,11,40
"CRYPTOPHAGIDAE",0,"12.2005",2.5,2005,12,57
"CRYPTOPHAGIDAE",0,"1.2006",-1.4,2006,1,20
"CRYPTOPHAGIDAE",0,"2.2006",0.4,2006,2,45
"CRYPTOPHAGIDAE",0,"3.2006",0.2,2006,3,39
"CRYPTOPHAGIDAE",0,"4.2006",6.9,2006,4,45
"CRYPTOPHAGIDAE",0,"5.2006",12.3,2006,5,66
"CRYPTOPHAGIDAE",3,"6.2006",16.7,2006,6,30
"CRYPTOPHAGIDAE",15,"7.2006",21.2,2006,7,23
"CRYPTOPHAGIDAE",16,"8.2006",18.2,2006,8,156
"CRYPTOPHAGIDAE",1,"9.2006",16.8,2006,9,35
"CRYPTOPHAGIDAE",0,"10.2006",12.9,2006,10,77
"CRYPTOPHAGIDAE",0,"11.2006",7.5,2006,11,70
"CRYPTOPHAGIDAE",0,"12.2006",6.9,2006,12,60
"CRYPTOPHAGIDAE",0,"1.2007",5,2007,1,92
"CRYPTOPHAGIDAE",0,"2.2007",2.3,2007,2,59
"CRYPTOPHAGIDAE",0,"3.2007",6.3,2007,3,34
"CRYPTOPHAGIDAE",0,"4.2007",9.6,2007,4,11
"CRYPTOPHAGIDAE",3,"5.2007",13.2,2007,5,61
"CRYPTOPHAGIDAE",13,"6.2007",17.4,2007,6,110
"CRYPTOPHAGIDAE",2,"7.2007",17.2,2007,7,144
"CRYPTOPHAGIDAE",90,"8.2007",17.8,2007,8,69
"CRYPTOPHAGIDAE",3,"9.2007",13.7,2007,9,72
"CRYPTOPHAGIDAE",0,"10.2007",9.4,2007,10,30
"CRYPTOPHAGIDAE",0,"11.2007",4.7,2007,11,37
"CRYPTOPHAGIDAE",0,"12.2007",3.8,2007,12,54
"CRYPTOPHAGIDAE",0,"1.2008",3.9,2008,1,61
"CRYPTOPHAGIDAE",0,"2.2008",4.9,2008,2,30
"CRYPTOPHAGIDAE",0,"3.2008",4.3,2008,3,59
"CRYPTOPHAGIDAE",0,"4.2008",8.1,2008,4,47
"CRYPTOPHAGIDAE",26,"7.2008",18.7,2008,7,56
"CRYPTOPHAGIDAE",7,"8.2008",17.8,2008,8,128
"CRYPTOPHAGIDAE",2,"9.2008",14,2008,9,52
"CRYPTOPHAGIDAE",0,"10.2008",10.4,2008,10,76
"CRYPTOPHAGIDAE",0,"11.2008",5.7,2008,11,56
"CRYPTOPHAGIDAE",0,"12.2008",3,2008,12,50
"CRYPTOPHAGIDAE",0,"1.2009",0.9,2009,1,28
"CRYPTOPHAGIDAE",0,"2.2009",0.8,2009,2,38
"CRYPTOPHAGIDAE",0,"3.2009",4,2009,3,39
"CRYPTOPHAGIDAE",0,"4.2009",9.8,2009,4,6
"CRYPTOPHAGIDAE",2,"5.2009",12.8,2009,5,58
"CRYPTOPHAGIDAE",5,"6.2009",15,2009,6,68
"CRYPTOPHAGIDAE",1,"7.2009",18.8,2009,7,83
"CRYPTOPHAGIDAE",4,"8.2009",18.5,2009,8,45
"CRYPTOPHAGIDAE",0,"9.2009",15.3,2009,9,41
"CRYPTOPHAGIDAE",0,"10.2009",8.4,2009,10,70
"CRYPTOPHAGIDAE",0,"11.2009",6.6,2009,11,89
"CRYPTOPHAGIDAE",0,"12.2009",1,2009,12,49
"HETEROCERIDAE",0,"1.1992",2.4,1992,1,34
"HETEROCERIDAE",0,"2.1992",3.5,1992,2,38
"HETEROCERIDAE",0,"3.1992",4.7,1992,3,56
"HETEROCERIDAE",0,"4.1992",7.1,1992,4,54
"HETEROCERIDAE",0,"5.1992",13.8,1992,5,18
"HETEROCERIDAE",1,"6.1992",18.5,1992,6,1
"HETEROCERIDAE",4,"7.1992",19.1,1992,7,51
"HETEROCERIDAE",0,"8.1992",17.7,1992,8,104
"HETEROCERIDAE",0,"9.1992",13.7,1992,9,37
"HETEROCERIDAE",0,"10.1992",7.1,1992,10,67
"HETEROCERIDAE",0,"11.1992",4.6,1992,11,96
"HETEROCERIDAE",0,"12.1992",2.9,1992,12,42
"HETEROCERIDAE",0,"1.1993",2.1,1993,1,74
"HETEROCERIDAE",0,"2.1993",1.6,1993,2,27
"HETEROCERIDAE",0,"3.1993",3.4,1993,3,16
"HETEROCERIDAE",0,"4.1993",8.3,1993,4,15
"HETEROCERIDAE",0,"5.1993",14.2,1993,5,23
"HETEROCERIDAE",0,"6.1993",15.2,1993,6,34
"HETEROCERIDAE",0,"7.1993",15.8,1993,7,114
"HETEROCERIDAE",0,"8.1993",15.2,1993,8,64
"HETEROCERIDAE",0,"9.1993",11.7,1993,9,95
"HETEROCERIDAE",0,"10.1993",8.1,1993,10,66
"HETEROCERIDAE",0,"11.1993",1.9,1993,11,40
"HETEROCERIDAE",0,"12.1993",2.9,1993,12,91
"HETEROCERIDAE",0,"1.1994",2.9,1994,1,84
"HETEROCERIDAE",0,"2.1994",-0.9,1994,2,46
"HETEROCERIDAE",0,"3.1994",3.8,1994,3,79
"HETEROCERIDAE",0,"4.1994",8.3,1994,4,41
"HETEROCERIDAE",0,"5.1994",11.7,1994,5,30
"HETEROCERIDAE",1,"6.1994",14.5,1994,6,61
"HETEROCERIDAE",16,"7.1994",20.6,1994,7,4
"HETEROCERIDAE",4,"8.1994",18.3,1994,8,84
"HETEROCERIDAE",0,"9.1994",13.7,1994,9,143
"HETEROCERIDAE",0,"10.1994",8.5,1994,10,48
"HETEROCERIDAE",0,"11.1994",6,1994,11,49
"HETEROCERIDAE",0,"12.1994",4.4,1994,12,95
"HETEROCERIDAE",0,"1.1995",0.6,1995,1,84
"HETEROCERIDAE",0,"2.1995",4,1995,2,68
"HETEROCERIDAE",0,"3.1995",3.5,1995,3,37
"HETEROCERIDAE",0,"4.1995",7,1995,4,53
"HETEROCERIDAE",0,"5.1995",11.3,1995,5,53
"HETEROCERIDAE",15,"7.1995",18.7,1995,7,40
"HETEROCERIDAE",9,"8.1995",19.3,1995,8,24
"HETEROCERIDAE",0,"9.1995",13.9,1995,9,89
"HETEROCERIDAE",0,"10.1995",12.2,1995,10,40
"HETEROCERIDAE",0,"11.1995",3,1995,11,42
"HETEROCERIDAE",0,"12.1995",-1.4,1995,12,22
"HETEROCERIDAE",0,"1.1996",-1.6,1996,1,7
"HETEROCERIDAE",0,"2.1996",-2.7,1996,2,28
"HETEROCERIDAE",0,"3.1996",0.3,1996,3,13
"HETEROCERIDAE",0,"4.1996",7.6,1996,4,18
"HETEROCERIDAE",0,"5.1996",9.8,1996,5,90
"HETEROCERIDAE",1,"6.1996",15,1996,6,36
"HETEROCERIDAE",2,"7.1996",15.9,1996,7,57
"HETEROCERIDAE",0,"8.1996",18.7,1996,8,43
"HETEROCERIDAE",0,"9.1996",12.3,1996,9,55
"HETEROCERIDAE",0,"10.1996",10.3,1996,10,42
